,er,in,ti,on,es,te,at,al,an,en,is,ic,ri,ra,st,li,ne,ar,ro,ed,ng,nt,or,un,la,it,co,ca,ni,de,io,to,ta,ss,se,ia,ly,us,ch,ma,el,ou,di,me,he,user_id,platform_id,re,tr,le,lo,no
0,"[830557500.0, 830557500.0, 74088741.41359131, 790423250.0, 870691750.0]","[185898000.0, 202561071.42857143, 107865052.39862993, 129522000.0, 260564000.0]","[147810000.0, 141166285.7142857, 73523083.44898857, 82026250.0, 197157500.0]","[175984500.0, 176559375.0, 80729220.05399309, 127408750.0, 239377500.0]","[203724500.0, 222194933.33333334, 74255350.64017648, 180565000.0, 267716750.0]","[189808500.0, 195117050.0, 74657100.46939607, 127174000.0, 248777500.0]","[234072000.0, 239932333.33333334, 64506516.83185024, 192055000.0, 275609750.0]","[139505500.0, 156009800.0, 77502435.61308251, 115027500.0, 212648000.0]","[125485500.0, 133298750.0, 76456726.2740009, 88090250.0, 190531000.0]","[128480000.0, 147327583.33333334, 83016043.04084677, 106105500.0, 202971250.0]","[115760000.0, 125771437.5, 69925187.92115323, 82569500.0, 176020250.0]","[127129500.0, 138039600.0, 80298418.07868944, 80444250.0, 188664000.0]","[126151000.0, 138554000.0, 80565423.98469292, 91202750.0, 190494000.0]","[265195000.0, 267860500.0, 65712160.52794186, 227338000.0, 312866500.0]","[215961500.0, 273141090.90909094, 191605788.15972632, 196389250.0, 272228000.0]","[206774500.0, 222890000.0, 104772424.44579585, 153505750.0, 280745250.0]","[138524500.0, 138524500.0, 91170680.45292851, 73475000.0, 203574000.0]","[198318500.0, 201889818.1818182, 57891810.97580081, 161635750.0, 244706000.0]","[117783000.0, 117783000.0, 67290008.38906175, 78367000.0, 157199000.0]","[213031000.0, 219424388.8888889, 76966231.63089041, 162379000.0, 274010750.0]","[125179000.0, 127877500.0, 58846259.03077158, 92449250.0, 171397250.0]","[143271500.0, 144613000.0, 66058041.67390725, 98888250.0, 197109500.0]","[130814000.0, 129111928.57142857, 61930861.543295994, 86576750.0, 181938500.0]","[202606500.0, 205576750.0, 62325400.635996714, 158706000.0, 242017250.0]","[123764000.0, 124135928.57142857, 67095784.8665029, 75887250.0, 186371250.0]","[122263500.0, 137034550.0, 81373155.5861483, 80628000.0, 180788250.0]","[132290000.0, 156435187.5, 104100675.80155204, 89868750.0, 213991250.0]","[187797500.0, 188428500.0, 56524533.80391562, 163103750.0, 216297500.0]","[209683000.0, 273949000.0, 173607062.8326365, 165610000.0, 356073250.0]","[179934500.0, 176349500.0, 69696057.81355213, 143325250.0, 231700000.0]","[299326000.0, 299326000.0, 69675212.29964069, 264447000.0, 334205000.0]","[134924000.0, 188826423.07692307, 201478072.7735695, 91940250.0, 212334000.0]","[245194500.0, 283677933.3333333, 137479716.87390432, 208412000.0, 309080000.0]","[189521000.0, 192842125.0, 77971404.30862698, 131952250.0, 254566500.0]","[177366500.0, 428011857.14285713, 625681745.2309928, 157534250.0, 239651750.0]","[200772500.0, 201548333.33333334, 80938998.81529437, 144490250.0, 254940500.0]","[139506000.0, 139400928.57142857, 71214899.24212718, 93146500.0, 197718000.0]","[139329000.0, 138902500.0, 57231781.76284572, 107476750.0, 169195500.0]","[106479000.0, 104731583.33333333, 52511029.18349366, 76200500.0, 138250000.0]","[169595000.0, 196371428.57142857, 103369994.60309988, 139852000.0, 260330000.0]","[175878000.0, 200659666.66666666, 93080067.16740641, 153368500.0, 270791500.0]","[176910500.0, 183370000.0, 76649017.18547994, 141225000.0, 232993250.0]","[162980500.0, 195686333.33333334, 119082979.93229575, 117606000.0, 281295500.0]","[183099500.0, 175065375.0, 96554870.34445427, 106992750.0, 236167750.0]","[124800500.0, 166242111.1111111, 200166536.7274804, 80707250.0, 180411750.0]",[1029],[1],"[671773786650383.2, 671773786650383.2, 671773786650383.2, 671773786650383.2, 671773786650383.2]","[299411203168522.4, 299411203168522.4, 299411203168522.4, 299411203168522.4, 299411203168522.4]","[376942537678620.2, 376942537678620.2, 376942537678620.2, 376942537678620.2, 376942537678620.2]","[1359005537888146.8, 1359005537888146.8, 1359005537888146.8, 1359005537888146.8, 1359005537888146.8]","[1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0]"
0,"[171019500.0, 152702625.0, 72649219.37629044, 93210250.0, 181847750.0]","[185147500.0, 185986666.66666666, 49025967.730264015, 155478750.0, 217597250.0]","[108457500.0, 107057500.0, 56937842.24705043, 62078750.0, 150365250.0]","[187268000.0, 188453250.0, 49107383.749162406, 159190750.0, 216497750.0]","[270512500.0, 291098500.0, 87098969.0481466, 231203000.0, 346875000.0]","[188397500.0, 185673833.33333334, 67527193.44682966, 138094750.0, 230405250.0]","[162558000.0, 172448500.0, 92576075.81065424, 111607000.0, 231634000.0]","[103693500.0, 103286000.0, 60370442.8569975, 62778500.0, 145061750.0]","[105460000.0, 109864833.33333333, 73371227.18844827, 53958750.0, 161010500.0]","[155877500.0, 172117200.0, 105187046.06823029, 96001500.0, 253601250.0]","[165555000.0, 160061125.0, 66643803.181423955, 117231000.0, 208811000.0]","[166018000.0, 166018000.0, 70477506.2129755, 135284500.0, 196751500.0]","[111620500.0, 111620500.0, 68188116.8771363, 83934500.0, 139306500.0]","[132627000.0, 132627000.0, 53360048.65533764, 97545750.0, 167708250.0]","[174130000.0, 244751875.0, 176655572.6158515, 114234250.0, 312734750.0]","[191458000.0, 191458000.0, 46299363.46214708, 162862500.0, 220053500.0]","[45478070469.26876, 45478070469.26876, 45478070469.26876, 45478070469.26876, 45478070469.26876]","[198438500.0, 186053500.0, 90631015.8904408, 98764250.0, 223341750.0]","[13540008719.703478, 13540008719.703478, 13540008719.703478, 13540008719.703478, 13540008719.703478]","[217362000.0, 233243500.0, 72167518.66952796, 196573500.0, 283734750.0]","[527797500.0, 527797500.0, 61599966.390007064, 499365250.0, 556229750.0]","[271162000.0, 444512142.85714287, 358926637.8971091, 202333250.0, 746624250.0]","[163517500.0, 163517500.0, 62115262.45819139, 125972000.0, 201063000.0]","[167552000.0, 171153750.0, 41102602.9186413, 152258250.0, 193651000.0]","[175271500.0, 171763750.0, 69384537.58538353, 121497250.0, 214563250.0]","[228165000.0, 226572000.0, 97104368.69935359, 155319750.0, 275043000.0]","[84355500.0, 89407000.0, 56452920.40497108, 53967500.0, 129432250.0]","[169602500.0, 167922500.0, 72532948.05465996, 136741000.0, 200336250.0]","[164097500.0, 164097500.0, 37244687.28892753, 147462500.0, 180732500.0]","[191095500.0, 190171000.0, 63888489.36819527, 152405500.0, 226238750.0]","[157437000.0, 158380166.66666666, 42792193.98604013, 139279250.0, 180906000.0]","[106526000.0, 105695000.0, 56665003.62657714, 82147750.0, 127993750.0]","[117943000.0, 119727333.33333333, 63206452.78547296, 76384250.0, 170155250.0]","[137569000.0, 137569000.0, 46602169.90656122, 118541000.0, 156597000.0]","[206309500.0, 215164750.0, 72421499.45932837, 170424250.0, 265969750.0]","[806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8]","[256305000.0, 248270833.33333334, 55051471.767842464, 206432000.0, 274039000.0]","[1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0]","[520537500.0, 518364750.0, 204725982.4153678, 324794250.0, 707237500.0]","[141440500.0, 143897000.0, 61023425.36682122, 105713250.0, 184537250.0]","[560453730156139.6, 560453730156139.6, 560453730156139.6, 560453730156139.6, 560453730156139.6]","[1742114457804861.8, 1742114457804861.8, 1742114457804861.8, 1742114457804861.8, 1742114457804861.8]","[107543500.0, 107543500.0, 53167856.76750568, 77398750.0, 137688250.0]","[176835000.0, 173270333.33333334, 60991848.648451015, 130875500.0, 204600750.0]","[169096000.0, 161612818.1818182, 64021511.86915533, 109282000.0, 206705000.0]",[1029],[2],"[183947000.0, 186520500.0, 61388423.817117184, 155932750.0, 218025250.0]","[164300000.0, 164300000.0, 38251361.315644704, 147268750.0, 181331250.0]","[376942537678620.2, 376942537678620.2, 376942537678620.2, 376942537678620.2, 376942537678620.2]","[1359005537888146.8, 1359005537888146.8, 1359005537888146.8, 1359005537888146.8, 1359005537888146.8]","[1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0]"
0,"[197688000.0, 203131625.0, 66665856.82142227, 169924000.0, 248224250.0]","[176403500.0, 178938875.0, 43241391.229750864, 148494000.0, 209464000.0]","[121800000.0, 193868200.0, 183034472.56831157, 72638000.0, 186778250.0]","[189275500.0, 187741833.33333334, 52776193.97801963, 160471250.0, 212122000.0]","[302004000.0, 302004000.0, 74922853.17578343, 269883000.0, 334125000.0]","[230148000.0, 223970600.0, 80146034.85600519, 152744750.0, 273587500.0]","[240552500.0, 290077666.6666667, 176603375.59549144, 169189750.0, 315541500.0]","[108902000.0, 111276375.0, 62372949.94313941, 75206750.0, 147185000.0]","[103912500.0, 102219250.0, 57653358.312309094, 70259000.0, 130971250.0]","[138028000.0, 139362125.0, 63396970.11675222, 100941000.0, 182903000.0]","[221880000.0, 430284500.0, 430589889.86824805, 159559500.0, 495752500.0]","[154688500.0, 154688500.0, 56197692.89970897, 120350500.0, 189026500.0]","[692116500.0, 692116500.0, 59337034.331435874, 654174500.0, 730058500.0]","[304557000.0, 304557000.0, 67869271.99403277, 276541500.0, 332572500.0]","[237197000.0, 245769600.0, 102408287.35283098, 175395000.0, 308681000.0]","[44803575672.94845, 44803575672.94845, 44803575672.94845, 44803575672.94845, 44803575672.94845]","[114372500.0, 114372500.0, 53846117.698957644, 85732750.0, 143012250.0]","[191343500.0, 200762800.0, 103405727.97848289, 133496250.0, 271277500.0]","[13540008719.703478, 13540008719.703478, 13540008719.703478, 13540008719.703478, 13540008719.703478]","[211864500.0, 207780250.0, 64823405.00496329, 173462250.0, 235256250.0]","[126917500.0, 126917500.0, 59864609.1714462, 93541250.0, 160293750.0]","[259386500.0, 264589750.0, 93597967.72243953, 205922500.0, 308133750.0]","[134755500.0, 134755500.0, 72399781.89366318, 96370750.0, 173140250.0]","[334126500.0, 333904750.0, 156174684.59288624, 188167500.0, 481339750.0]","[162396500.0, 167961250.0, 63234503.108963385, 134269750.0, 209566250.0]","[184585500.0, 184745333.33333334, 54488002.560706474, 156034750.0, 226052250.0]","[89795500.0, 89220333.33333333, 57735578.62117797, 50276250.0, 126290250.0]","[200241000.0, 48665085333.333336, 108408955360.31941, 151779500.0, 282114250.0]","[159073500.0, 159073500.0, 40008746.3094009, 138523500.0, 179623500.0]","[185387500.0, 195656833.33333334, 71948080.04136656, 165366000.0, 240782250.0]","[171070000.0, 171083666.66666666, 44583123.81633012, 149898000.0, 188807750.0]","[128923500.0, 137235333.33333334, 79575671.87257813, 98284000.0, 195315000.0]","[127280000.0, 128643500.0, 62862773.726453826, 79121000.0, 181578000.0]","[188892500.0, 188892500.0, 65524488.4470684, 148721250.0, 229063750.0]","[200176500.0, 214379500.0, 81500617.82536784, 154663000.0, 254034750.0]","[806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8]","[277180000.0, 259911333.33333334, 63560912.21200512, 211228250.0, 285598000.0]","[1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0]","[117989000.0, 120239500.0, 64182314.80127528, 84049500.0, 164182250.0]","[163983000.0, 163983000.0, 55067660.5867727, 139463250.0, 188502750.0]","[134062000.0, 134062000.0, 75067212.56647272, 84358750.0, 183765250.0]","[1742114457804861.8, 1742114457804861.8, 1742114457804861.8, 1742114457804861.8, 1742114457804861.8]","[80623500.0, 80623500.0, 52168597.56836482, 49273250.0, 111973750.0]","[132789500.0, 132173125.0, 62595374.29282913, 80833750.0, 174813750.0]","[148503000.0, 150188954.54545453, 65906201.02117394, 101968750.0, 194349500.0]",[1029],[3],"[204082500.0, 202936750.0, 68500559.64506787, 173011000.0, 232342000.0]","[299411203168522.4, 299411203168522.4, 299411203168522.4, 299411203168522.4, 299411203168522.4]","[376942537678620.2, 376942537678620.2, 376942537678620.2, 376942537678620.2, 376942537678620.2]","[1359005537888146.8, 1359005537888146.8, 1359005537888146.8, 1359005537888146.8, 1359005537888146.8]","[1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0]"
0,"[160101000.0, 540784555.5555556, 1082509985.041797, 146445500.0, 215654250.0]","[127015000.0, 129750250.0, 51403455.86084169, 96994750.0, 164467250.0]","[87157000.0, 94385312.5, 64389263.17690585, 61294000.0, 125204000.0]","[150548000.0, 188522500.0, 126798666.56403239, 127572000.0, 200889250.0]","[170374000.0, 167896900.0, 46444384.758439854, 138454250.0, 188035750.0]","[172281500.0, 192472055.55555555, 115713686.48640786, 108798750.0, 238974000.0]","[214373000.0, 273889214.28571427, 178235301.5535437, 161025250.0, 385790000.0]","[73985500.0, 73985500.0, 47390636.45120204, 47157500.0, 100813500.0]","[92684000.0, 102120055.55555555, 62379516.698612444, 62149250.0, 146979250.0]","[89433500.0, 94368214.28571428, 47942342.95585625, 71178250.0, 133385750.0]","[151347500.0, 224252200.0, 203672924.42948815, 90381250.0, 227567250.0]","[162234000.0, 217282166.66666666, 138948510.01650056, 116686000.0, 337182000.0]","[116137000.0, 115561857.14285715, 49340705.34827513, 80814000.0, 149317500.0]","[227443000.0, 227443000.0, 56945200.71963923, 202179000.0, 252707000.0]","[221877500.0, 320841375.0, 223939528.39100194, 178352000.0, 385680250.0]","[191550000.0, 191318750.0, 50482066.89694371, 165967500.0, 213893000.0]","[114441000.0, 126913500.0, 56645896.27016241, 96312250.0, 173799750.0]","[175041500.0, 180811625.0, 73708145.88113293, 133733250.0, 237032000.0]","[191665000.0, 212792000.0, 95970885.53306153, 148429000.0, 278282000.0]","[163738500.0, 185279750.0, 76448588.83794062, 142729000.0, 215986750.0]","[101658000.0, 100108166.66666667, 47373271.672666036, 66346750.0, 129795250.0]","[90022500.0, 114176357.14285715, 65473980.72092362, 75037000.0, 141134500.0]","[107737000.0, 212054800.0, 237805206.68450466, 79436750.0, 166317500.0]","[19407523068.728104, 19407523068.728104, 19407523068.728104, 19407523068.728104, 19407523068.728104]","[109601000.0, 161454250.0, 121167602.4219655, 87734750.0, 216192750.0]","[128526500.0, 134065178.57142857, 69967583.70210429, 78884000.0, 182985500.0]","[98113500.0, 137377576.92307693, 128685003.07030971, 57133000.0, 151560000.0]","[421972000.0, 421972000.0, 46793590.46386588, 404811250.0, 439132750.0]","[164524000.0, 155541250.0, 73598107.28162444, 116548000.0, 202710250.0]","[250516316874702.84, 250516316874702.84, 250516316874702.84, 250516316874702.84, 250516316874702.84]","[152548500.0, 159958277.7777778, 48469512.30734356, 136768250.0, 201622500.0]","[125973500.0, 134595600.0, 66594516.810620375, 95071750.0, 187492000.0]","[140160000.0, 148129100.0, 71400030.56014752, 98920000.0, 202814500.0]","[147167000.0, 145853750.0, 45774241.53044483, 113867750.0, 175213250.0]","[151375000.0, 170882875.0, 54603367.9946519, 139162000.0, 216246000.0]","[452913500.0, 452913500.0, 49000225.0224425, 425347750.0, 480479250.0]","[700628100163110.8, 700628100163110.8, 700628100163110.8, 700628100163110.8, 700628100163110.8]","[1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0]","[91431000.0, 91002750.0, 53061906.12329621, 52613750.0, 123607250.0]","[153875000.0, 161889333.33333334, 56871592.52845151, 134634500.0, 209097000.0]","[256078500.0, 256078500.0, 40588392.92519476, 239078250.0, 273078750.0]","[223424000.0, 311557000.0, 192343791.08686265, 169950250.0, 522859500.0]","[100175003027391.8, 100175003027391.8, 100175003027391.8, 100175003027391.8, 100175003027391.8]","[1724948786585614.2, 1724948786585614.2, 1724948786585614.2, 1724948786585614.2, 1724948786585614.2]","[103086500.0, 100780392.85714285, 48782821.128694825, 61332250.0, 133364750.0]",[1036],[1],"[159054500.0, 162478750.0, 41685397.69436655, 141914250.0, 189050000.0]","[185049500.0, 247058200.0, 155922955.9544072, 152985750.0, 238660500.0]","[86838000.0, 89589166.66666667, 56736715.05711467, 52066000.0, 120787250.0]","[167968000.0, 167968000.0, 42323188.47275096, 152961750.0, 182974250.0]","[1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0]"
0,"[154338000.0, 168964500.0, 80930028.6435758, 127753000.0, 201628250.0]","[133022500.0, 134606357.14285713, 59836824.963642515, 95023750.0, 186916500.0]","[92153500.0, 105060833.33333333, 66521158.95942851, 66535000.0, 132889750.0]","[143709000.0, 147618550.0, 50158327.31060217, 112313250.0, 188131000.0]","[184057000.0, 211719750.0, 90640599.480517, 157732000.0, 245806250.0]","[128688000.0, 150450200.0, 85372090.26965429, 101389000.0, 189922500.0]","[153976500.0, 136931625.0, 62584372.24846451, 89557500.0, 173162000.0]","[263210500.0, 264218750.0, 51807053.74451919, 237873000.0, 289811500.0]","[76324000.0, 68205000.0, 41947260.92368845, 32571500.0, 87365000.0]","[157226000.0, 187000000.0, 113931138.41337085, 111288250.0, 256046500.0]","[143225000.0, 165092666.66666666, 101157873.48729818, 112173500.0, 199788000.0]","[26425520640.63461, 26425520640.63461, 26425520640.63461, 26425520640.63461, 26425520640.63461]","[92163000.0, 95463875.0, 58873297.53735453, 65008500.0, 134490500.0]","[22582952051.56981, 22582952051.56981, 22582952051.56981, 22582952051.56981, 22582952051.56981]","[186175500.0, 188466357.14285713, 52557454.2295071, 146538750.0, 215848500.0]","[187158500.0, 188810750.0, 49249653.31540416, 159695750.0, 223195000.0]","[230759500.0, 233682500.0, 144561900.40169644, 100680250.0, 369834250.0]","[174046000.0, 180911000.0, 68837443.90954679, 136178500.0, 229680000.0]","[102401500.0, 102401500.0, 50442505.98701456, 82266250.0, 122536750.0]","[155536500.0, 158525400.0, 45608008.4605763, 132731250.0, 196932000.0]","[81735500.0, 113175687.5, 101907837.46523054, 60836500.0, 127636000.0]","[181946000.0, 201378150.0, 118743722.8453677, 118371500.0, 256007250.0]","[91619000.0, 89205214.28571428, 46447521.868661575, 55041000.0, 113169000.0]","[85902000.0, 85902000.0, 55113667.75129378, 59908500.0, 111895500.0]","[101881500.0, 104593000.0, 55038199.0416656, 72944750.0, 137784000.0]","[127732500.0, 120909055.55555555, 53943181.129646055, 80992000.0, 151569250.0]","[91435000.0, 93443000.0, 49677265.464823045, 64252000.0, 135447000.0]","[203635500.0, 203635500.0, 65484766.85649877, 161684000.0, 245587000.0]","[142571000.0, 142571000.0, 57434218.8072581, 122113500.0, 163028500.0]","[105931500.0, 106663833.33333333, 64680463.772344396, 74792500.0, 140366000.0]","[140310000.0, 144442142.85714287, 44500628.13177416, 119557750.0, 171708000.0]","[136285500.0, 135320750.0, 62092230.984942876, 92216750.0, 174836000.0]","[182462000.0, 196361000.0, 66670176.05721467, 160917000.0, 248227250.0]","[161541000.0, 162064333.33333334, 41502605.77026727, 132788750.0, 193433250.0]","[332797000.0, 319059833.3333333, 62829154.812652245, 290892250.0, 362715000.0]","[806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8]","[700628100163110.8, 700628100163110.8, 700628100163110.8, 700628100163110.8, 700628100163110.8]","[1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0]","[518454000.0, 518454000.0, 54956895.845744416, 489867000.0, 547041000.0]","[88665000.0, 87023833.33333333, 53717249.645455815, 50066000.0, 117125250.0]","[560453730156139.6, 560453730156139.6, 560453730156139.6, 560453730156139.6, 560453730156139.6]","[175011500.0, 176036857.14285713, 47956636.68484738, 139762500.0, 209535500.0]","[196987000.0, 196987000.0, 60182457.930031404, 168946250.0, 225027750.0]","[123389000.0, 123389000.0, 34894649.16717175, 107867250.0, 138910750.0]","[93625000.0, 97766208.33333333, 46969443.740034476, 71518750.0, 135963250.0]",[1036],[2],"[158701000.0, 160631000.0, 46981426.467009276, 138727500.0, 187726250.0]","[233234000.0, 330679300.0, 191661532.97469473, 171772000.0, 556437000.0]","[98428500.0, 98428500.0, 45159753.56719742, 76051250.0, 120805750.0]","[173711500.0, 173711500.0, 49013889.74821321, 153249250.0, 194173750.0]","[1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0]"
0,"[147018000.0, 150460750.0, 57611801.11639455, 127531750.0, 198256750.0]","[109997000.0, 110989333.33333333, 50365103.097835064, 87784000.0, 134154500.0]","[106795500.0, 147340083.33333334, 113021765.75919521, 84614250.0, 165025500.0]","[129434500.0, 132587750.0, 45117348.9074602, 108804000.0, 161498000.0]","[176568000.0, 183036357.14285713, 48211000.70613278, 162509500.0, 226558500.0]","[137526500.0, 139723000.0, 65664737.76122159, 99686000.0, 182185250.0]","[168339000.0, 180437312.5, 79558380.40373147, 120415750.0, 230743750.0]","[100560500.0, 116943250.0, 70962958.96584006, 76787250.0, 155047250.0]","[120926500.0, 115831250.0, 47429136.18164999, 83870250.0, 135611250.0]","[92097500.0, 95269000.0, 46322067.64059653, 70011250.0, 126264250.0]","[131730000.0, 133421000.0, 62464449.12108006, 88898500.0, 177461000.0]","[26425520640.63461, 26425520640.63461, 26425520640.63461, 26425520640.63461, 26425520640.63461]","[115916000.0, 111758750.0, 57670713.50726901, 75420750.0, 138790000.0]","[227266000.0, 227266000.0, 72400454.15948714, 195327250.0, 259204750.0]","[189288000.0, 197792500.0, 63178228.62083636, 158916000.0, 232697750.0]","[44803575672.94845, 44803575672.94845, 44803575672.94845, 44803575672.94845, 44803575672.94845]","[107009500.0, 111132375.0, 51087859.072478026, 73257000.0, 157701000.0]","[182231000.0, 185622250.0, 55588724.4743707, 155726250.0, 221466500.0]","[156854500.0, 156854500.0, 47871215.87394663, 136359250.0, 177349750.0]","[160002500.0, 161834916.66666666, 40560982.85597941, 144284750.0, 186569750.0]","[105436500.0, 104552000.0, 54229723.477996826, 65522500.0, 136621250.0]","[149110500.0, 152323583.33333334, 82931696.19276892, 87196000.0, 207728750.0]","[105385000.0, 119519333.33333333, 57980631.814042486, 85970500.0, 161789500.0]","[117521500.0, 124512500.0, 72391985.31432882, 84988000.0, 169477000.0]","[97107500.0, 98379500.0, 54848093.82056955, 66258250.0, 128721750.0]","[109087500.0, 112514125.0, 49322566.780930765, 80285500.0, 141926750.0]","[103972000.0, 103921916.66666667, 55513823.47511643, 68532250.0, 145151500.0]","[919892338824077.5, 919892338824077.5, 919892338824077.5, 919892338824077.5, 919892338824077.5]","[838384250488847.5, 838384250488847.5, 838384250488847.5, 838384250488847.5, 838384250488847.5]","[100271000.0, 100271000.0, 59982021.51478391, 73842000.0, 126700000.0]","[139965000.0, 141140083.33333334, 42417370.67416747, 123259750.0, 164368750.0]","[179419000.0, 169641428.57142857, 62824261.964528926, 126944250.0, 212979250.0]","[111286000.0, 111286000.0, 55891675.38193859, 81075000.0, 141497000.0]","[143094500.0, 143127500.0, 42564645.263606586, 114281500.0, 167530250.0]","[171124000.0, 171124000.0, 40649198.39308027, 154886500.0, 187361500.0]","[806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8, 806949869991989.8]","[210964000.0, 213602000.0, 59482607.03138355, 172685000.0, 241834750.0]","[1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0, 1285707944852262.0]","[1509436539016177.8, 1509436539016177.8, 1509436539016177.8, 1509436539016177.8, 1509436539016177.8]","[125721000.0, 138640750.0, 64438475.14829552, 98134000.0, 192011750.0]","[300989000.0, 300678000.0, 170182339.01392353, 145965000.0, 451048500.0]","[188238500.0, 190893875.0, 60067374.193353705, 146971750.0, 221942750.0]","[100175003027391.8, 100175003027391.8, 100175003027391.8, 100175003027391.8, 100175003027391.8]","[662035500.0, 662035500.0, 41123639.85896677, 644321500.0, 679749500.0]","[95048000.0, 93698676.47058824, 45933286.12315691, 55585000.0, 122263750.0]",[1036],[3],"[157932500.0, 201128416.66666666, 89996683.65691625, 152372500.0, 226088500.0]","[197426500.0, 208102500.0, 58326569.29950535, 173856750.0, 248841750.0]","[103520500.0, 103520500.0, 47443745.069819264, 86665250.0, 120375750.0]","[157310500.0, 157310500.0, 43733067.53761963, 140122000.0, 174499000.0]","[1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0, 1864369258744477.0]"
