,er,in,ti,on,es,te,at,al,an,re,en,is,ic,ri,ra,f,a,Key.enter,d,p,1,s,o,c,i,l,Key.shift,g,m,.,Key.media_volume_down,h,T,e,Key.space,Key.backspace,t,"""",r,w,n,y,u,k,v,",",b,z,Key.media_volume_mute,=,B,U,/,Key.down,I,3,;,Key.ctrl,2,Key.cmd,user_id,platform_id,O,E,-,M,0,6,Key.right,x,Key.left,W,Key.up,Key.shift_r,A,P,N,q,\,S,C,j,H,R,Key.caps_lock,J,X,Y,Key.alt,ç,,K,G,(,5,Key.media_volume_up,4,8,>,!,9,Key.home,Key.end,Key.fn,L,Key.esc,Key.tab,Key.page_down,D,¸,[,],F,<,V,+,:,Z,),Q,@,?,Key.alt_r,_,7,Key.cmd_r,*,^,&,against,realized,methods,teacher,could,one-off,did,realizes,remain,"its""",storyline,was,with ,assault,saying,can,sport,and,%,slap,Rock,does,one-line,insensitive,"wouldve""",. He,a ,. It,that,behavior
0,"[933565000.0, 933565000.0, 933565000.0, 933565000.0, 933565000.0]","[188091000.0, 641221000.0, 270423500.0, 300879035.71428573, 83205374.82702585]","[196550000.0, 308534000.0, 201817000.0, 228419428.57142857, 38692943.800636105]","[249834000.0, 327261000.0, 279244500.0, 283523666.6666667, 25196186.5842609]","[254660000.0, 393587000.0, 287910000.0, 311363666.6666667, 47865583.4919227]","[216702000.0, 354542000.0, 269528500.0, 279081000.0, 43903648.638809055]","[257385000.0, 440264000.0, 299382000.0, 306128000.0, 50024025.46332668]","[192877000.0, 335053000.0, 222233500.0, 243108000.0, 46522211.37263361]","[173414000.0, 360155000.0, 198301000.0, 218484250.0, 49443694.14685253]","[2799843280.782869, 2799843280.782869, 2799843280.782869, 2799843280.782869, 2799843280.782869]","[190350000.0, 415017000.0, 217451500.0, 234350833.33333334, 58660701.602284156]","[171080000.0, 281289000.0, 203215000.0, 214662812.5, 34509182.69319549]","[178164000.0, 344369000.0, 219169000.0, 231335000.0, 59080040.22002693]","[160372000.0, 343823000.0, 207709500.0, 223719500.0, 58763862.20785129]","[305578000.0, 412704000.0, 334732000.0, 346537200.0, 35600500.07738655]","[41683000.0, 137090000.0, 71910000.0, 72101771.42857143, 19179241.760799192]","[46916000.0, 171259000.0, 74060000.0, 78642224.29906543, 21103160.714593247]","[60806000.0, 116305000.0, 74190000.0, 81372750.0, 21230619.413655832]","[51617000.0, 175080000.0, 75385000.0, 82402000.0, 26119174.03996766]","[64336000.0, 125666000.0, 93228000.0, 90181527.27272727, 14613505.990697967]","[75778000.0, 82419000.0, 79098500.0, 79098500.0, 3320500.0]","[28127000.0, 126417000.0, 77157000.0, 77264808.8235294, 12817262.432839358]","[39798000.0, 156762000.0, 104730000.0, 104373265.30612245, 18072556.537102204]","[56298000.0, 156387000.0, 74659000.0, 79531902.17391305, 19843290.66058425]","[46901000.0, 175626000.0, 94511500.0, 97735201.08695652, 17670739.455068424]","[70015000.0, 138481000.0, 92385500.0, 94469372.5490196, 12759038.706122983]","[37088000.0, 2098145000.0, 296890000.0, 428949355.5555556, 405657602.4319117]","[40709000.0, 164864000.0, 67258500.0, 81589500.0, 35103153.23799273]","[46164000.0, 135305000.0, 107015000.0, 104147785.71428572, 17878247.91902388]","[56719000.0, 123280000.0, 84164000.0, 84055720.0, 19561325.804801676]","[50265000.0, 50265000.0, 50265000.0, 50265000.0, 0.0]","[54527000.0, 106684000.0, 79534000.0, 81535097.56097561, 11514248.993167585]","[112349000.0, 4406837000.0, 2259593000.0, 2259593000.0, 2147244000.0]","[23176000.0, 166861000.0, 81256000.0, 84933685.25896414, 24441683.24696077]","[56306000.0, 130566000.0, 101702000.0, 101536856.28742515, 14102367.626677072]","[28394000.0, 2150394000.0, 89289000.0, 182956196.50655022, 323699986.4153025]","[27765000.0, 140545000.0, 66182000.0, 64895089.06882591, 15079433.047853569]","[76537000.0, 146011000.0, 111304000.0, 111568105.26315789, 17850249.483424556]","[45123000.0, 136795000.0, 77874000.0, 83517465.34653465, 23011805.009889066]","[58435000.0, 125090000.0, 74023500.0, 78797187.5, 15530314.421393525]","[44750000.0, 129808000.0, 90373000.0, 91908153.37423313, 15363876.612742255]","[38557000.0, 102458000.0, 77366000.0, 73514645.83333333, 15348160.197139785]","[57583000.0, 149366000.0, 80837000.0, 83337075.47169812, 16886778.283223737]","[83034000.0, 110053000.0, 93211000.0, 95064909.0909091, 9774758.406263882]","[63847000.0, 81232000.0, 77955000.0, 73158600.0, 7317047.617721235]","[70988000.0, 110464000.0, 84963000.0, 89374888.8888889, 12762908.327949958]","[62487000.0, 89188000.0, 84291500.0, 79071357.14285715, 10036923.736221906]","[71070000.0, 71070000.0, 71070000.0, 71070000.0, 0.0]","[66289000.0, 66289000.0, 66289000.0, 66289000.0, 0.0]","[77228000.0, 77228000.0, 77228000.0, 77228000.0, 0.0]","[75660000.0, 37054266000.0, 81778000.0, 12403901333.333334, 17430440193.4703]","[74817000.0, 86924000.0, 80870500.0, 80870500.0, 6053500.0]","[75102000.0, 75102000.0, 75102000.0, 75102000.0, 0.0]","[115939000.0, 115939000.0, 115939000.0, 115939000.0, 0.0]","[76858000.0, 81452000.0, 79155000.0, 79155000.0, 2297000.0]","[78031000.0, 78031000.0, 78031000.0, 78031000.0, 0.0]","[117564000.0, 117564000.0, 117564000.0, 117564000.0, 0.0]","[465939000.0, 498543000.0, 465939000.0, 478980600.0, 15972632.714740548]","[79848000.0, 79848000.0, 79848000.0, 79848000.0, 0.0]","[501870000.0, 6794314000.0, 607593000.0, 2652212833.3333335, 2929146327.267009]",[5],[1],"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
0,"[157425000.0, 276255000.0, 255663000.0, 236251500.0, 46561237.7976574]","[240263000.0, 275602000.0, 241448000.0, 252437666.66666666, 16386799.775700225]","[167718000.0, 205983000.0, 179501500.0, 183176000.0, 14035158.513533076]","[223196000.0, 275436000.0, 257164000.0, 253240000.0, 21975667.816928796]","[294682000.0, 457835000.0, 376258500.0, 376258500.0, 81576500.0]","[233673000.0, 307973000.0, 263536000.0, 268394000.0, 30526738.257905424]","[181727000.0, 390305000.0, 236584000.0, 261300000.0, 78089585.83895807]","[182474000.0, 187098000.0, 184786000.0, 184786000.0, 2312000.0]","[157744000.0, 257657000.0, 188369000.0, 201256666.66666666, 41794902.8497761]","[260155000.0, 284276000.0, 272215500.0, 272215500.0, 12060500.0]","[161731000.0, 410485000.0, 252691000.0, 253354800.0, 87481940.80700314]","[233372000.0, 277073000.0, 242014500.0, 248618500.0, 16832067.438374884]","[265378000.0, 265378000.0, 265378000.0, 265378000.0, 0.0]","[207933000.0, 207933000.0, 207933000.0, 207933000.0, 0.0]","[204564000.0, 204564000.0, 204564000.0, 204564000.0, 0.0]","[46065000.0, 99129000.0, 87464000.0, 79321000.0, 20682936.08750943]","[83982000.0, 127093000.0, 105878000.0, 105279045.45454545, 11993480.308991894]","[0, 0, 0, 0, 0]","[73456000.0, 117711000.0, 85363000.0, 87541500.0, 11985907.56054793]","[48983000.0, 106765000.0, 68859000.0, 74391000.0, 19513087.911889877]","[0, 0, 0, 0, 0]","[62384000.0, 133885000.0, 100888000.0, 100381333.33333333, 17404114.61116861]","[58534000.0, 104900000.0, 75319000.0, 76237882.35294117, 13522981.468954567]","[60397000.0, 166018000.0, 82757000.0, 85919315.78947368, 22577728.292448856]","[46162000.0, 91502000.0, 61402000.0, 61974214.28571428, 10113629.896934971]","[52827000.0, 81975000.0, 71584000.0, 69009291.66666667, 9514378.931732602]","[184433000.0, 632094000.0, 373284000.0, 396603666.6666667, 183499224.1043239]","[50708000.0, 95674000.0, 62370500.0, 65908666.666666664, 15498250.56435582]","[42637000.0, 82450000.0, 65778000.0, 64981684.21052632, 12561003.802716406]","[56344000.0, 70919000.0, 56344000.0, 62174000.0, 7140262.600212964]","[0, 0, 0, 0, 0]","[47437000.0, 77279000.0, 66466000.0, 65071315.78947368, 8635400.560926253]","[55244000.0, 55244000.0, 55244000.0, 55244000.0, 0.0]","[47603000.0, 122147000.0, 86272500.0, 86180523.25581396, 17068287.94136832]","[63690000.0, 148076000.0, 100173000.0, 102839459.67741935, 13851672.362290593]","[62193000.0, 107645000.0, 87996500.0, 85866875.0, 15538448.502324002]","[36292000.0, 120803000.0, 78246000.0, 77935469.87951808, 21010776.694002472]","[0, 0, 0, 0, 0]","[49141000.0, 114932000.0, 88178000.0, 84897333.33333333, 22121796.445034828]","[69271000.0, 112285000.0, 92052000.0, 92785571.42857143, 13672598.278069513]","[35493000.0, 86847000.0, 63811000.0, 63857743.58974359, 13475397.89568658]","[48668000.0, 92727000.0, 66661000.0, 66174350.0, 12945693.694333263]","[42792000.0, 65884000.0, 54528000.0, 53866769.23076923, 7501972.101273374]","[41237000.0, 71054000.0, 64977000.0, 59089333.333333336, 12864987.014719015]","[59024000.0, 63294000.0, 59322000.0, 60371714.28571428, 1852329.6308228972]","[0, 0, 0, 0, 0]","[49844000.0, 93792000.0, 62540000.0, 68725333.33333333, 18467095.73508755]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[550196000.0, 702631000.0, 626413500.0, 626413500.0, 76217500.0]",[5],[2],"[72273000.0, 72273000.0, 72273000.0, 72273000.0, 0.0]","[89464000.0, 89464000.0, 89464000.0, 89464000.0, 0.0]","[77495000.0, 77495000.0, 77495000.0, 77495000.0, 0.0]","[57147000.0, 57147000.0, 57147000.0, 57147000.0, 0.0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
0,"[277691000.0, 313494000.0, 292458000.0, 294025250.0, 13141402.576875119]","[219193000.0, 251134000.0, 238598000.0, 236880750.0, 11439185.424998583]","[157394000.0, 591768000.0, 176582000.0, 261477600.0, 166448856.22508794]","[234685000.0, 288237000.0, 259362000.0, 259360500.0, 21761377.152729403]","[407688000.0, 407688000.0, 407688000.0, 407688000.0, 0.0]","[218803000.0, 368153000.0, 351438000.0, 315184000.0, 58730148.881132595]","[225428000.0, 736252000.0, 322178000.0, 375591833.3333333, 166634902.9499489]","[183431000.0, 207762000.0, 198145000.0, 196870750.0, 9809443.852099873]","[178444000.0, 187117000.0, 182780500.0, 182780500.0, 4336500.0]","[297904000.0, 301014000.0, 299459000.0, 299459000.0, 1555000.0]","[209822000.0, 235513000.0, 227431000.0, 225049250.0, 10744202.910756107]","[235151000.0, 1243936000.0, 292760000.0, 516151750.0, 420855848.9128879]","[231565000.0, 231565000.0, 231565000.0, 231565000.0, 0.0]","[772597000.0, 772597000.0, 772597000.0, 772597000.0, 0.0]","[400386000.0, 400386000.0, 400386000.0, 400386000.0, 0.0]","[63907000.0, 90333000.0, 80447000.0, 79716600.0, 8977108.411955377]","[84411000.0, 144449000.0, 102595000.0, 104941188.4057971, 14024569.133142749]","[0, 0, 0, 0, 0]","[84810000.0, 105638000.0, 103526000.0, 98375411.76470588, 7153104.040812291]","[54101000.0, 116826000.0, 79125000.0, 81885500.0, 21747727.939619675]","[103967000.0, 103967000.0, 103967000.0, 103967000.0, 0.0]","[62965000.0, 136260000.0, 106890000.0, 104359680.0, 18989056.120239362]","[45321000.0, 106528000.0, 83317000.0, 79513000.0, 17473008.428875536]","[79448000.0, 290933947000.0, 94546000.0, 13323766636.363636, 60579525906.86477]","[38504000.0, 85753000.0, 60725000.0, 61649585.36585366, 12282214.789896475]","[56623000.0, 93480000.0, 69068500.0, 71571750.0, 11918860.258186042]","[127877000.0, 245478000.0, 182846000.0, 185911200.0, 52615091.96951004]","[69259000.0, 99814000.0, 91297500.0, 87917000.0, 11344210.57191729]","[41116000.0, 80118000.0, 68228000.0, 62040636.36363637, 12198778.689038187]","[57705000.0, 108882000.0, 108882000.0, 91823000.0, 24125069.16052263]","[0, 0, 0, 0, 0]","[44987000.0, 84380000.0, 62371000.0, 64701878.78787879, 10184777.838601647]","[0, 0, 0, 0, 0]","[51623000.0, 133627000.0, 95012000.0, 92028870.58823529, 18500401.337960362]","[75927000.0, 164734000.0, 101380000.0, 104536566.43356644, 16794528.118857555]","[57275000.0, 112979000.0, 80737000.0, 78917142.85714285, 18813195.44080371]","[47767000.0, 126942000.0, 84074500.0, 82530181.81818181, 23163669.78135523]","[0, 0, 0, 0, 0]","[47324000.0, 118428000.0, 91116000.0, 91901200.0, 18986288.51285404]","[80071000.0, 119417000.0, 93023000.0, 96715000.0, 12542890.060062854]","[33246000.0, 99229000.0, 65910000.0, 66724511.62790698, 15010857.441651553]","[57651000.0, 81326000.0, 68914000.0, 68836941.1764706, 8424090.451658046]","[45641000.0, 90452000.0, 64715000.0, 62269733.333333336, 14450425.71214503]","[55220000.0, 67449000.0, 55582000.0, 59417000.0, 5681404.110487712]","[48052000.0, 64218000.0, 56135000.0, 56135000.0, 8083000.0]","[0, 0, 0, 0, 0]","[53899000.0, 98633000.0, 75135500.0, 75700750.0, 20904205.490462918]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[32722000.0, 32722000.0, 32722000.0, 32722000.0, 0.0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[89784000.0, 89784000.0, 89784000.0, 89784000.0, 0.0]","[0, 0, 0, 0, 0]",[5],[3],"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[88254000.0, 96793000.0, 92523500.0, 92523500.0, 4269500.0]","[0, 0, 0, 0, 0]","[65149000.0, 71123000.0, 68136000.0, 68136000.0, 2987000.0]","[56708000.0, 56708000.0, 56708000.0, 56708000.0, 0.0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
